id,poj_unicode,poj_input,kip_unicode,kip_input,abbreviations,noun_classifiers,reduplication,hoabun,english,synonym,cf,page_number,poj_normalized
36271,thui-sū,thui-su7,thui-sū,thui-su7,N,ê,,推事,judge (in a law-court),,,290,thui-su
36272,thui-tián,thui-tian2,thui-tián,thui-tian2,V,,,推展,"extend (movement, plan, syn thui-kong2)",,,290,thui-tian
36273,thui-toān,thui-toan7,thui-tuān,thui-tuan7,V,,,推斷,"conclude (from evidence), make a diagnosis (med)",,,290,thui-toan
36274,thui-toān,thui-toan7,thui-tuān,thui-tuan7,N,,,推斷,"conclusion, deduction, diagnosis",,,290,thui-toan
36275,thui-tōng,thui-tong7,thui-tōng,thui-tong7,V,,,推動,"impel, propel, trigger into action, motivate",,,290,thui-tong
36276,thui-tōng,thui-tong7,thui-tōng,thui-tong7,N,,,推動,"impetus, propulsive force, motivation",,,290,thui-tong
36277,thúi,thui2,thuí,thui2,N,,,腿,"thigh, upper leg",,,290,thui
36278,thúi-khò͘,thui2-khoo3,thuí-khòo,thui2-khoo3,N,,,腿,"thigh, ham",,,290,thui-kho
36279,thúi-khū,thui2-khu7,thuí-khū,thui2-khu7,N,,,臀骨臼,socket of the hip-bone,,,290,thui-khu
36280,thúi-thâu,thui2-thau5,thuí-thâu,thui2-thau5,N,,,大腿,thigh,,,290,thui-thau
36281,thúi-e̍k-sòaⁿ,thui2-ek8-soann3,thuí-i̍k-suànn,thui2-ik8-suann3,N/Anat,,,唾液腺,salivary glands,,,290,thui-ek-soa
36282,thûi,thui5,thuî,thui5,SV,,thûi-thûi/thûi-thûi-thûi,遲鈍,"dull, stupid",,,290,thui
36283,thûi,thui5,thuî,thui5,SV,,thûi-thûi/thûi-thûi-thûi,遲鈍,"dull, blunt",,,290,thui
36284,thûi,thui5,thuî,thui5,N,ki,,槌,"hammer, amllet",,,290,thui
36285,thûi-á,thui5-a2,thuî-á,thui5-a2,N,ki,,槌子,club,,,290,thui-a
36286,thûi-á,thui5-a2,thuî-á,thui5-a2,N,,,槌子,pestle,,,290,thui-a
36287,thûi-kut,thui5-kut,thuî-kut,thui5-kut,N/Anat,,,鎚骨,malleus,,,290,thui-kut
36288,thūi,thui7,thuī,thui7,V,,,垂,weight down,,,290,thui
36289,thūi,thui7,thuī,thui7,V,,,垂,hang down heavily,,,290,thui
36290,thūi-tāng,thui7-tang7,thuī-tāng,thui7-tang7,VO,,,垂重,"weight down, put weiht on(sthg so it hangs down evenly)",,,290,thui-tang
36291,thun,thun,thun,thun,V,,,吞,swallow,,,290,thun
36292,thun,thun,thun,thun,V,,,吞,"nest (bowls, tables, etc)",,,290,thun
36293,thun-bia̍t,thun-biat8,thun-bia̍t,thun-biat8,V,,,吞滅,destroy by devouring,,,290,thun-biat
36294,thun-chia̍h,thun-chiah8,thun-tsia̍h,thun-tsiah8,V,,,吞食,devour,,,290,thun-chiah
36295,thun-chiàm,thun-chiam3,thun-tsiàm,thun-tsiam3,V,,,吞佔,usurp,,,290,thun-chiam
36296,thun-chhiū,thun-chhiu7,thun-tshiū,thun-tshiu7,N,châng,,香椿,"Chinese cedar, Chinese mahogany, Cedrela sinensis (syn ang5-chhun-chhiu7, toa7-ang5 thun-chhiu7, chhun-kun, chhun-thi-phe5)",,,290,thun-chhiu
36297,thun-gê,thun-ge5,thun-gê,thun-ge5,N,,,香椿芽,buds of the Hcinese cedar (edible cf thun-chhiu7),,,290,thun-ge
36298,thun-kā,thun-ka7,thun-kā,thun-ka7,V,,,吞咬,"bite and devour (one another), fight",,,290,thun-ka
36299,thun-kun,thun-kun,thun-kun,thun-kun,N,,,香椿跟,"root of the Chinese cedar (used medicinally, cf thun-chhiu7)",,,290,thun-kun
36300,thun-lo̍h-tō͘,thun-loh8-too7,thun-lo̍h-tōo,thun-loh8-too7,VO,,,吞下肚,swallow down into one's stomach,,,290,thun-loh-to
36301,thun-lún,thun-lun2,thun-lún,thun-lun2,V,,,忍耐,"ne patient, endure",,,290,thun-lun
36302,thun-phiàn,thun-phian3,thun-phiàn,thun-phian3,V,,,騙取,usurp by deceit,,,290,thun-phian
36303,thun-thò͘,thun-thoo3,thun-thòo,thun-thoo3,V,,,吞吐,tact (in speaking),,,290,thun-tho
36304,thun-thun thò͘-thò͘,thun-thun thoo3-thoo3,thun-thun thòo-thòo,thun-thun thoo3-thoo3,V,,,吞吞吐吐,speak hesitatingly,,,290,thun-thun tho-tho
36305,thún,thun2,thún,thun2,V,,,踐踏,"tread on, trample on",,,290,thun
36306,thún-ta̍h,thun2-tah8,thún-ta̍h,thun2-tah8,V,,,踐踏,"tread on, trample on",,,290,thun-tah
36307,thûn,thun5,thûn,thun5,SV,,thûn-thûn/thûn-thûn-thûn,鈍,"dull, without gloss",,,290,thun
36308,thûn-á,thun5-a2,thûn-á,thun5-a2,N,,,未長大的動物,half-grown mammal,,,290,thun-a
36309,thûn-ai,thun5-ai,thûn-ai,thun5-ai,N,,,煤煙,soot,,,290,thun-ai
36310,thûn-bó/bú,thun5-bo2/bu2,thûn-bó/bú,thun5-bo2/bu2,N,ê,,不孕的女人,sterile woman,,,290,thun-bo/bu
36311,thūn,thun7,thūn,thun7,V,,thūn-bōe-tīⁿ,填,fill up (a hole_,,,290,thun
36312,thūn-ba̍t,thun7-bat8,thūn-ba̍t,thun7-bat8,V,,,填,"fill (hole, tooth, etc)",,,290,thun-bat
36313,thūn-ba̍t,thun7-bat8,thūn-ba̍t,thun7-bat8,V,,,填,fill in (to reclaim land),,,290,thun-bat
36314,thūn-chíⁿ,thun7-chinn2,thūn-tsínn,thun7-tsinn2,VO,,,填井,fill in a well,,,290,thun-chi
36315,thūn-hōaⁿ,thun7-hoann7,thūn-huānn,thun7-huann7,VO,,,填堤,fill in or raise a dike or bank,,,290,thun-hoa
36316,thūn-koâiⁿ/koân,thun7-koainn5/koan5,thūn-kuâinn/kuân,thun7-kuainn5/kuan5,V,,,填高,fill in to raise the level (of land),,,290,thun-koai/koan
36317,thūn-móa,thun7-moa2,thūn-muá,thun7-mua2,V,,,填滿,"fill full, fill completely",,,290,thun-moa
36318,thūn-pó͘,thun7-poo2,thūn-póo,thun7-poo2,V,,,填補,make up a deficiency,,,290,thun-po
36319,thūn-pún,thun7-pun2,thūn-pún,thun7-pun2,VO,,,下資本,pour in capital,,,290,thun-pun
36320,thūn-soaⁿ,thun7-soann,thūn-suann,thun7-suann,VO,,,填山,fill in to make a hill or mound,,,290,thun-soa
36321,thūn-tē,thun7-te7,thūn-tē,thun7-te7,VO,,,填地,fill with earth,,,290,thun-te
36322,thūn-tē,thun7-te7,thūn-tē,thun7-te7,N,,,填地,filled land,,,290,thun-te
36323,thūn-tīⁿ,thun7-tinn7,thūn-tīnn,thun7-tinn7,V,,,填滿,"fill up, fill completely",,,290,thun-ti
36324,thūn-tō͘,thun7-too7,thūn-tōo,thun7-too7,VO,,,填肚,"fill (one's_ belly, saticfy hunger",,,290,thun-to
36325,thūn-tōe,thun7-toe7,thūn-tuē,thun7-tue7,VO,,,填地,fill with earth,,,290,thun-toe
36326,thūn-tōe,thun7-toe7,thūn-tuē,thun7-tue7,N,,,填地,filled land,,,290,thun-toe
36327,thūn-tōe-ki,thun7-toe7-ki,thūn-tuē-ki,thun7-tue7-ki,VO,,,奠基,fill in for a foundation,,,290,thun-toe-ki
36328,thūn-thô͘,thun7-thoo5,thūn-thôo,thun7-thoo5,VO,,,填土,fill in with earth,,,290,thun-tho
36329,thut,thut,thut,thut,V,,,擦,rub hard (with the hand or between finger and thumb),,,290,thut
36330,thut-eng,thut-eng,thut-ing,thut-ing,N,chiah,,禿鷲,"Chinese cirnereous culture, Aegypius monachus chincou",,,290,thut-eng
36331,thut-hia̍h,thut-hiah8,thut-hia̍h,thut-hiah8,SV,,,禿頭,bald (usually by assimilation thuh-hiah8),,,290,thut-hiah
36332,thut-lû,thut-lu5,thut-lû,thut-lu5,N,,,禿頭,bald ass (term of disrespect for a Buddhist priest),,,290,thut-lu
36333,thut-mn̂g,thut-mng5,thut-mn̂g,thut-mng5,N,ê,,禿毛,bald person,,,290,thut-mn̂g
36334,thut-pīⁿ-á,thut-pinn7-a2,thut-pīnn-á,thut-pinn7-a2,N/Orn,chiah,,禿鼻鴉,"East Asia rock, eastern rock, Corvus frugi legus pastinator",,,290,thut-pi-a
36335,thut-thâu,thut-thau5,thut-thâu,thut-thau5,N,ê,,禿頭的,bald person,,,290,thut-thau
36336,thu̍t,thut8,thu̍t,thut8,V,,,脫,"slip out of hand, slip out of place",,,290,thut
36337,thu̍t-chím,thut8-chim2,thu̍t-tsím,thut8-tsim2,VO,,,脫枕,"slip off the pillow (in sleeping, and get a crick in the neck)",,,290,thut-chim
36338,thu̍t-chhia,thut8-chhia,thu̍t-tshia,thut8-tshia,VO,,,脫軌,"jump the track, be derailed",,,290,thut-chhia
36339,thu̍t-kha,thut8-kha,thu̍t-kha,thut8-kha,VO,,,脫節,slip in walking,,,290,thut-kha
36340,thu̍t-khū,thut8-khu7,thu̍t-khū,thut8-khu7,VO,,,脫臼,"slip out of a socket, become dislocated",,,290,thut-khu
36341,thu̍t-lián,thut8-lian2,thu̍t-lián,thut8-lian2,VO,,,脫軌,"jump the track, be derailed",,,290,thut-lian
36342,thu̍t-lûn,thut8-lun5,thu̍t-lûn,thut8-lun5,VO,,,脫輪,become dislocated,,,290,thut-lun
36343,thu̍t-sin,thut8-sin,thu̍t-sin,thut8-sin,VO,,,流產,have an abortion,,,290,thut-sin
36344,thu̍t-the,thut8-the,thu̍t-the,thut8-the,VO,,,流產,have an abortion,,,290,thut-the
36345,thu̍t thih-lō͘,thut8 thih-loo7,thu̍t thih-lōo,thut8 thih-loo7,VO,,,脫軌,"jump the track, be derailed",,,290,thut thih-lo
36346,thu̍t-ūi,thut8-ui7,thu̍t-uī,thut8-ui7,VO,,,脫位,"slip out of place, become dislocated",,,290,thut-ui
36347,u,u,u,u,N,,,窩,"drpression, pit, socket",,,291,u
36348,ú,u2,ú,u2,N,,,雨,rain,,,291,u
36349,ú-iàn,u2-ian3,ú-iàn,u2-ian3,N,chiah,,雨燕,"birds of the swift family, Apodidae",,,291,u-ian
36350,ú-iàn,u2-ian3,ú-iàn,u2-ian3,N,chiah,,白腰雨燕,,,,291,u-ian
36351,ú-kéng,u2-keng2,ú-kíng,u2-king2,N,,,雨景,rainy scene (in a picture),,,291,u-keng
36352,ú-kî,u2-ki5,ú-kî,u2-ki5,Nt,,,雨期,rainy season,,,291,u-ki
36353,ú-liōng,u2-liong7,ú-liōng,u2-liong7,N,,,雨量,rainfall,,,291,u-liong
36354,ú-mô͘-kiû,u2-moo5-kiu5,ú-môo-kiû,u2-moo5-kiu5,N,kiû(game)/lia̍p(shuttle-cock),,羽毛球,badminton,,,291,u-mo-kiu
36355,ú-pan-u̍t,u2-pan-ut8,ú-pan-u̍t,u2-pan-ut8,N,chiah,,彩鷸,"painted snipe, Rostratula benghalensis benghalensis",,,291,u-pan-ut
36356,ú-se,u2-se,ú-se,u2-se,N,,,羽紗,"woolen material, woolen yarn",,,291,u-se
36357,ú-tiū,u2-tiu7,ú-tiū,u2-tiu7,N,,,宇宙,universe,,,291,u-tiu
36358,ú-tiū-lūn,u2-tiu7-lun7,ú-tiū-lūn,u2-tiu7-lun7,N,,,宇宙論,cosmology,,,291,u-tiu-lun
36359,ú-toān,u2-toan7,ú-tuān,u2-tuan7,N,,,毛料子,"woolen stuff, woolen material",,,291,u-toan
36360,ú-thoân-sìⁿ-chiáu,u2-thoan5-sinn3-chiau2,ú-thuân-sìnn-tsiáu,u2-thuan5-sinn3-tsiau2,N,chiah,,斑紋?鷺,"Formosan hill warbler, streaked hill warbler, Prinia polychroma striata",,,291,u-thoan-si-chiau
36361,ù,u3,ù,u3,V,,,敷,heat or cool (sthg) by the application of sthg hot or cold,,,291,u
36362,ù-jio̍k,u3-jiok8,ù-jio̍k,u3-jiok8,V,,,污辱,"desecrate, defile, disgrace, insult, profane",,,291,u-jiok
36363,ù-òe,u3-oe3,ù-uè,u3-ue3,SV,,,污穢,"firty, filthy, polluted (physically or morally)",,,291,u-oe
36364,ù-peng,u3-peng,ù-ping,u3-ping,VO,,,以冰敷,apply ice,,,291,u-peng
36365,ù-pò͘,u3-poo3,ù-pòo,u3-poo3,VO,,,敷布,apply a compress,,,291,u-po
36366,ù-tiám,u3-tiam2,ù-tiám,u3-tiam2,N,,,汙點,"blot, spot, stain, taint",,,291,u-tiam
36367,ù-tio̍h,u3-tioh8,ù-tio̍h,u3-tioh8,V,,,燙著,damaged by the application of either heat or cold,,,291,u-tioh
36368,û,u5,û,u5,N,chiah,,寒鴉,,,,291,u
36369,û,u5,û,u5,N/Ich,bé,,?,"any of several genera of snake macherel, family Gempylidae",,,291,u
36370,û-chêng,u5-cheng5,û-tsîng,u5-tsing5,N,,,輿情,"public sentiment, popular feeling",,,291,u-cheng
36371,û-hèng,u5-heng3,û-hìng,u5-hing3,N,,,餘興,"entertainment, game",,,291,u-heng
36372,û-lūn,u5-lun7,û-lūn,u5-lun7,N,,,輿論,"public opinion, popular opinion",,,291,u-lun
36373,û-su-kûn,u5-su-kun5,û-su-kûn,u5-su-kun5,N,tiâu,,圍裙,cook's apron,,,291,u-su-kun
36374,û-tē/tōe,u5-te7/toe7,û-tē/tuē,u5-te7/tue7,N,,,餘地,"space, room, margin, scope",,,291,u-te/toe
36375,ū,u7,ū,u7,V,,,有,"have, posses (cf bo5)",,,291,u
36376,ū,u7,ū,u7,V,,,有,"is, are (before, SV signifying sthg speaker considers desirable, cf *e7, bo5)",,,291,u
36377,ū,u7,ū,u7,AV,,,有,"have, had, did(cf bo5)",,,291,u
36378,ū,u7,ū,u7,pVmod,,,有,successfully (result from action) <chhe7-u7: look for and find><thak8-u7:read and understand>,,,291,u
36379,ū,u7,ū,u7,Npf,,,有,"with, having (used before nouns referring to psychological states to form SV combination, cf bo5)",,,291,u
36380,ū-bāng,u7-bang7,ū-bāng,u7-bang7,SV,,,有希望,hopeful,,,291,u-bang
36381,ū-bêng-bo̍k,u7-beng5-bok8,ū-bîng-bo̍k,u7-bing5-bok8,SV,,,清楚,clear (meaning),,,291,u-beng-bok
36382,ū-bô,u7-bo5,ū-bô,u7-bo5,V,,,有沒有,have…or not?,,,291,u-bo
36383,ū-bô,u7-bo5,ū-bô,u7-bo5,AV,,,有沒有,have or had or did…or not?,,,291,u-bo
36384,ū-châi,u7-chai5,ū-tsâi,u7-tsai5,SV,,,守本份,in accordance with one's position or station,,,291,u-chai
36385,ū-chám-che̍h,u7-cham2-cheh8,ū-tsám-tse̍h,u7-tsam2-tseh8,SV,,,有魄力,decisive,,,291,u-cham-cheh
36386,ū cheng-sīn,u7 cheng-sin7,ū tsing-sīn,u7 tsing-sin7,SV,,,有精神,"attentive, observant",,,291,u cheng-sin
36387,ū cheng-sīn,u7 cheng-sin7,ū tsing-sīn,u7 tsing-sin7,SV,,,有精神,energetic,,,291,u cheng-sin
36388,ū-chêng,u7-cheng5,ū-tsîng,u7-tsing5,SV,,,有情,"warm (emotionally), sympathetic, considerate",,,291,u-cheng
36389,ū chêng-gī,u7 cheng5-gi7,ū tsîng-gī,u7 tsing5-gi7,SV,,,有情義,humane and just,,,291,u cheng-gi
36390,ū chêng-goān,u7 cheng5-goan7,ū tsîng-guān,u7 tsing5-guan7,SV,,,情願,"willing, hearty",,,291,u cheng-goan
36391,ū chêng-ì,u7 cheng5-i3,ū tsîng-ì,u7 tsing5-i3,SV,,,有情意,warm and friendly,,,291,u cheng-i
36392,ū-chì-khì,u7-chi3-khi3,ū-tsì-khì,u7-tsi3-khi3,SV,,,有志氣,"honorable self-respecting, spirited",,,291,u-chi-khi
36393,ū-choân,u7-choan5,ū-tsuân,u7-tsuan5,SV,,,完整,"complete, entire, whole",,,291,u-choan
36394,ū-chhì-chhiah-lân,u7-chhi3-chhiah-lan5,ū-tshì-tshiah-lân,u7-tshi3-tshiah-lan5,N,châng,,魯花樹,Scolopia oldhami,,,291,u-chhi-chhiah-lan
36395,ū-ê,u7-e5,ū-ê,u7-e5,V+M=Pn,,,有的,some,,,291,u-e
36396,ū-êng,u7-eng5,ū-îng,u7-ing5,VO,,,有空,"have free time, have leisure",,,291,u-eng
36397,ū-êng,u7-eng5,ū-îng,u7-ing5,SV,,,有空,"free, not busy",,,291,u-eng
36398,ū-giân,u7-gian5,ū-giân,u7-gian5,V,,,預言,prophesy,,,291,u-gian
36399,ū-giân,u7-gian5,ū-giân,u7-gian5,N,,,預言,prophecy,,,291,u-gian
36400,ū-gián-kiù,u7-gian2-kiu3,ū-gián-kiù,u7-gian2-kiu3,SV,,,有研究,"experienced in, expert in",,,291,u-gian-kiu
36401,ū-gûi-hiám-sèng,u7-gui5-hiam2-seng3,ū-guî-hiám-sìng,u7-gui5-hiam2-sing3,SV,,,有危險性,dangerous,,,291,u-gui-hiam-seng
36402,ū ha̍k-būn,u7 hak8-bun7,ū ha̍k-būn,u7 hak8-bun7,SV,,,學問,"learned, scholarly",,,291,u hak-bun
36403,ū-ha̍p-sek,u7-hap8-sek,ū-ha̍p-sik,u7-hap8-sik,SV,,,合適,"fitting, seemly, suitable",,,291,u-hap-sek
36404,ū-ha̍p-si̍t,u7-hap8-sit8,ū-ha̍p-si̍t,u7-hap8-sit8,SV,,,合適,"fitting, seemly, suitable",,,291,u-hap-sit
36405,ū-hau,u7-hau,ū-hau,u7-hau,SV,,,孝順,filial,,,291,u-hau
36406,ū-hāu,u7-hau7,ū-hāu,u7-hau7,SV,,,有效,effective,,,291,u-hau
36407,ū-hē-lo̍h,u7-he7-loh8,ū-hē-lo̍h,u7-he7-loh8,SV,,,負責,responcible (in acting),,,291,u-he-loh
36408,ū-hē-thóng,u7-he7-thong2,ū-hē-thóng,u7-he7-thong2,SV,,,有系統,systematic,,,291,u-he-thong
36409,ū-hèng-chhù,u7-heng3-chhu3,ū-hìng-tshù,u7-hing3-tshu3,SV,,,有興趣,interested,,,291,u-heng-chhu
36410,ū-hêng-ia,u7-heng5-ia,ū-hîng-ia,u7-hing5-ia,SV,,,有形,having form or shape,,,291,u-heng-ia
36411,ū-hêng-ia,u7-heng5-ia,ū-hîng-ia,u7-hing5-ia,SV,,,有形,material physical (as opposed to non-material or as spiritual),,,291,u-heng-ia
36412,ū-hoat,u7-hoat,ū-huat,u7-huat,V/BF,,ū-hoat-lí/I/ū-hoat-tit,有法子,"be manageable, be within one's power to do",,,291,u-hoat
36413,ū-hoat-tit,u7-hoat-tit,ū-huat-tit,u7-huat-tit,SV,,,能,able to manage,,,291,u-hoat-tit
36414,ū-hông,u7-hong5,ū-hông,u7-hong5,V,,,預防,"guard against, take precaution",,,291,u-hong
36415,ū-hông-siā/ū-hông-chù-siā,u7-hong5-sia7/u7-hong5-chu3-sia7,ū-hông-siā/ū-hông-tsù-siā,u7-hong5-sia7/u7-hong5-tsu3-sia7,N,,,預防注射,preventive injection (for infectious diseases),,,291,u-hong-sia/u-hong-chu-sia
36416,ū-hūn,u7-hun7,ū-hūn,u7-hun7,VO,,,有分,have a share,,,291,u-hun
36417,ū-ì-gī,u7-i3-gi7,ū-ì-gī,u7-i3-gi7,SV,,,有意義,"meaningful, significant",,,291,u-i-gi
36418,ū-ì-sek,u7-i3-sek,ū-ì-sik,u7-i3-sik,SV,,,有意識,conscious,,,291,u-i-sek
36419,ū-ì-sek,u7-i3-sek,ū-ì-sik,u7-i3-sik,Pmod,,,有意識,consciously,,,291,u-i-sek
36420,ū ì-sù,u7 i3-su3,ū ì-sù,u7 i3-su3,SV,,,有意義,meaningful,,,291,u i-su
36421,ū ì-sù,u7 i3-su3,ū ì-sù,u7 i3-su3,Pmod,,,有意,intentionally,,,291,u i-su
36422,ū-iáⁿ,u7-iann2,ū-iánn,u7-iann2,VO,,,事實  真的,"be true, be a fact",,,291,u-ia
36423,ū-iáⁿ,u7-iann2,ū-iánn,u7-iann2,Resp,,,事實  真的,Yes! That is true!,,,291,u-ia
36424,ū-iáⁿ,u7-iann2,ū-iánn,u7-iann2,Resp,,,事實  真的,Really? Is that true?,,,291,u-ia
36425,ū-iáⁿ-chiah,u7-iann2-chiah,ū-iánn-tsiah,u7-iann2-tsiah,SV,,,真的,"true, factual",,,291,u-ia-chiah
36426,ū-iáⁿ to tio̍h,u7-iann2 to tioh8,ū-iánn to tio̍h,u7-iann2 to tioh8,Resp,,,真的如此,That's right! That's true!,,,291,u-ia to tioh
36427,ū-iok,u7-iok,ū-iok,u7-iok,V,,,預約,"agree in advance, contract for",,,291,u-iok
36428,ū-kàu,u7-kau3,ū-kàu,u7-kau3,SV,,,夠了,"rnough, sufficient",,,291,u-kau
36429,ū kè-ta̍tt,u7 ke3-tatt8,ū kè-ta̍tt,u7 ke3-tatt8,SV,,,有價值,valuable,,,291,u ke-tatt
36430,ū keng-giām,u7 keng-giam7,ū king-giām,u7 king-giam7,SV,,,有經驗,experienced,,,291,u keng-giam
36431,ū-kî-chiong-boa̍t-lūn,u7-ki5-chiong-boat8-lun7,ū-kî-tsiong-bua̍t-lūn,u7-ki5-tsiong-buat8-lun7,N/Theol,,,預期終末論,anticipated eschatology,,,291,u-ki-chiong-boat-lun
36432,ū kì-sim,u7 ki3-sim,ū kì-sim,u7 ki3-sim,SV,,,有記性,able to remember,,,291,u ki-sim
36433,ū kì-tî,u7 ki3-ti5,ū kì-tî,u7 ki3-ti5,SV,,,記性好,able to remember,,,291,u ki-ti
36434,ū-kiâ,u7-kia5,ū-kiâ,u7-kia5,SV,,,有效,effective (medicine),,,291,u-kia
36435,ū-kò,u7-ko3,ū-kò,u7-ko3,V,,,預告,notify beforehand,,,291,u-ko
36436,ū-kò,u7-ko3,ū-kò,u7-ko3,N,,,預告,previous notice,,,291,u-ko
36437,ū-koân,u7-koan5,ū-kuân,u7-kuan5,SV,,,有權,with authority,,,291,u-koan
36438,ū khak-si̍t,u7 khak-sit8,ū khak-si̍t,u7 khak-sit8,SV,,,確實,"certain, sure, reliable",,,291,u khak-sit
36439,ū khang bô sún ê ōe,u7 khang bo5 sun2 e5 oe7,ū khang bô sún ê uē,u7 khang bo5 sun2 e5 ue7,N,,,無意義之閒談,"useless, meaningless talk, nonsense",,,291,u khang bo sun e oe
36440,ū-lâng-iân,u7-lang5-ian5,ū-lâng-iân,u7-lang5-ian5,SV,,,人緣好,"captivating, likeable",,,291,u-lang-ian
36441,ū-lâng-sek,u7-lang5-sek,ū-lâng-sik,u7-lang5-sik,SV,,,有人情,"in touch with influence people, able to facilitate a matter because of one's contects",,,291,u-lang-sek
36442,ū-la̍t,u7-lat8,ū-la̍t,u7-lat8,SV,,ū-la̍t-ū-la̍t,有力,"powerful, strong",,,291,u-lat
36443,ū-lé,u7-le2,ū-lé,u7-le2,SV,,,有禮貌,polite,,,291,u-le
36444,ū lé-māu,u7 le2-mau7,ū lé-māu,u7 le2-mau7,SV,,,有禮貌,"polite, courteous",,,291,u le-mau
36445,ū lé-sò͘,u7 le2-soo3,ū lé-sòo,u7 le2-soo3,SV,,,有禮貌,"polite, courteous",,,291,u le-so
36446,ū-lêng-èng,u7-leng5-eng3,ū-lîng-ìng,u7-ling5-ing3,SV,,,有靈驗,efficacious and powerful (of a god),,,291,u-leng-eng
36447,û-lêng-siàⁿ,u5-leng5-siann3,û-lîng-siànn,u5-ling5-siann3,SV,,,有靈驗,efficacious and powerful (of a god),,,291,u-leng-sia
36448,ū-lêng-ui,u7-leng5-ui,ū-lîng-ui,u7-ling5-ui,SV,,,有靈威,majestic and powerful (of a god),,,291,u-leng-ui
36449,ū lí,u7 li2,ū lí,u7 li2,SV,,,有理,"logical, reasonable",,,291,u li
36450,ū lí,u7 li2,ū lí,u7 li2,SV,,,有理,according to acceptable behavior,,,291,u li
36451,ū lí-iû,u7 li2-iu5,ū lí-iû,u7 li2-iu5,SV,,,有理由,"logical, reasonable",,,291,u li-iu
36452,ū-lí-khì,u7-li2-khi3,ū-lí-khì,u7-li2-khi3,SV,,,講理,"reasonable, commonsense",,,291,u-li-khi
36453,ū-lī,u7-li7,ū-lī,u7-li7,SV,,,有利,"profitable, advantageous",,,291,u-li
36454,ū-liān-se̍k,u7-lian7-sek8,ū-liān-si̍k,u7-lian7-sik8,SV,,,熟練,"experienced, practiced",,,291,u-lian-sek
36455,ū-liāu,u7-liau7,ū-liāu,u7-liau7,V,,,預料,"anticipate, estiamte, forecast",,,291,u-liau
36456,ū-liōng,u7-liong7,ū-liōng,u7-liong7,SV,,,有雅量,generous,,,291,u-liong
36457,ū-lō͘-ēng,u7-loo7-eng7,ū-lōo-īng,u7-loo7-ing7,SV,,,有用,useful,,,291,u-lo-eng
36458,ū-lō͘-iōng,u7-loo7-iong7,ū-lōo-iōng,u7-loo7-iong7,SV,,,有用,useful,,,291,u-lo-iong
36459,ū-lō͘-lâi,u7-loo7-lai5,ū-lōo-lâi,u7-loo7-lai5,pVmod,,,能做,know how to (do sthg),,,291,u-lo-lai
36460,ū-mâu-tún,u7-mau5-tun2,ū-mâu-tún,u7-mau5-tun2,SV,,,矛盾,self-contradictory,,,291,u-mau-tun
36461,ū-miâ-bô-si̍t,u7-mia5-bo5-sit8,ū-miâ-bô-si̍t,u7-mia5-bo5-sit8,Sph,,,有名無實,"merely nominal, in name only",,,291,u-mia-bo-sit
36462,ū-nāi-sèng,u7-nai7-seng3,ū-nāi-sìng,u7-nai7-sing3,SV,,,有耐性,patient,,,291,u-nai-seng
36463,ū ōe-seng,u7 oe7-seng,ū uē-sing,u7 ue7-sing,SV,,,有衛生,sanitary,,,291,u oe-seng
36464,ū-pá-ak,u7-pa2-ak,ū-pá-ak,u7-pa2-ak,SV,,,有把握,"able, capable",,,291,u-pa-ak
36465,ū-pêng-téng,u7-peng5-teng2,ū-pîng-tíng,u7-ping5-ting2,SV,,,平等,"equal, impartial",,,291,u-peng-teng
36466,ū-pī,u7-pi7,ū-pī,u7-pi7,V,,,預備,prepare for (in advance),,,291,u-pi
36467,ū-pī-kho,u7-pi7-kho,ū-pī-kho,u7-pi7-kho,N,,,預備科,preparatory course,,,291,u-pi-kho
36468,ū-pī-lián,u7-pi7-lian2,ū-pī-lián,u7-pi7-lian2,N,,,備胎,"spare tire, spare wheel",,,291,u-pi-lian
36469,ū-piáu,u7-piau2,ū-piáu,u7-piau2,N,,,預兆,"prefigure, presage",,,291,u-piau
36470,ū-phā,u7-pha7,ū-phā,u7-pha7,SV,,,有本事,capable,,,291,u-pha
36471,ū-phōaⁿ,u7-phoann7,ū-phuānn,u7-phuann7,SV,,,有伴,having a companion,,,291,u-phoa
36472,ū sêng,u7 seng5,ū sîng,u7 sing5,SV,,,成功,successful (in doing sthg),,,291,u seng
36473,ū-sî-á,u7-si5-a2,ū-sî-á,u7-si5-a2,VO,,,偶爾,threr are times,,,291,u-si-a
36474,ū-sî-á,u7-si5-a2,ū-sî-á,u7-si5-a2,Smod/Pmod,,,偶爾,"sometimes, occasionally",,,291,u-si-a
36475,ū-sian,u7-sian,ū-sian,u7-sian,Pmod,,,預先,"beforehand, in advance",,,291,u-sian
36476,ū-siau,u7-siau,ū-siau,u7-siau,SV,,,銷路好,"saleable, easy to sell",,,291,u-siau
36477,ū-sim-khiàu,u7-sim-khiau3,ū-sim-khiàu,u7-sim-khiau3,SV,,,有心機,"capable, intelligent",,,291,u-sim-khiau
